OBJECTID,COUNTYFP,GEOID,CZ,POPe,HHe,CHILDe,CHILDi,CHILDz,CHILDp,CHILDq,SPHWCe,SPHWCi,SPHWCz,SPHWCp,SPHWCq,ELDERHHe,ELDERHHi,ELDERHHz,ELDERHHp,ELDERHHq,ELDERHHPVe,ELDERHHPVi,ELDERHHPVz,ELDERHHPVp,ELDERHHPVq,PTDe,PTDi,PTDz,PTDp,PTDq,HUNOVELe,HUNOVELi,HUNOVELz,HUNOVELp,HUNOVELq,VACHUe,VACHUi,VACHUz,VACHUp,VACHUq,RENTERe,RENTERi,RENTERz,RENTERp,RENTERq,NONWHITEe,NONWHITEi,NONWHITEz,NONWHITEp,NONWHITEq,GQe,GQi,GQz,GQp,GQq,YEAR20e,YEAR20i,YEAR20z,YEAR20p,YEAR20q,MOBILEe,MOBILEi,MOBILEz,MOBILEp,MOBILEq,POPVe,POPVi,POPVz,POPVp,POPVq,NOHSe,NOHSi,NOHSz,NOHSp,NOHSq,UNEMPe,UNEMPi,UNEMPz,UNEMPp,UNEMPq,SPENWe,SPENWi,SPENWz,SPENWp,SPENWq,RENTBURDN30e,RENTBURDN30i,RENTBURDN30z,RENTBURDN30p,RENTBURDN30q,NOINTNETe,NOINTNETi,NOINTNETz,NOINTNETp,NOINTNETq,MEDHVALe,MEDHVALz,MEDHVALp,MEDHVALq,CHILDCAREr,ELDERCAREr,TRANSNEEDr,SHELTNEEDr,CIVICCAPr,SVIr,CHILDCAREp,ELDERCAREp,TRANSNEEDp,SHELTNEEDp,CIVICCAPp,SVIp,CHILDCAREq,ELDERCAREq,TRANSNEEDq,SHELTNEEDq,CIVICCAPq,SVIq,CHILDCAREc,ELDERCAREc,TRANSNEEDc,SHELTNEEDc,CIVICCAPc,SVIc,Shape__Area,Shape__Length
628,48071,48071710300,9,2602,1007,177,6.802,0.02,0.554,3,167,16.584,0.549,0.738,4,280,27.805,0.493,0.702,3,2,0.199,-0.729,0.25,2,0,0,-0.456,0,1,2,0.199,-0.833,0.159,2,517,33.924,2.444,0.971,5,632,24.289,0.388,-0.474,3,483,18.563,-1.37,0.096,2,0,0,-0.226,0,1,1123,73.688,0.133,0.437,4,373,24.475,1.387,0.895,4,429,16.487,0.122,0.644,3,135,7.593,-0.633,0.334,3,51,4.123,-0.287,0.458,2,11,0.454,-0.75,0.158,3,82,53.595,0.626,0.74,4,117,11.619,-0.152,0.528,3,165800,-0.176,0.539,3,0.646,0.476,0.08,0.367,0.37,0.411,0.707,0.471,0.106,0.454,0.317,0.348,4,3,2,3,3,3,4,3,1,3,2,2,318260297.097656,83547.6479598398
629,48071,48071710401,9,5680,1906,437,7.694,0.279,0.652,4,214,11.228,-0.107,0.521,3,580,30.43,0.714,0.772,5,12,0.63,-0.614,0.306,2,12,0.485,-0.289,0.605,5,100,5.247,-0.033,0.628,4,401,17.382,0.681,0.817,3,1507,27.036,0.439,-0.363,5,1244,21.901,-1.251,0.129,2,106,1.866,-0.025,0.848,4,1758,76.203,0.228,0.474,5,687,29.779,1.817,0.929,5,1177,21.097,0.498,0.745,4,523,14.589,-0.135,0.555,4,306,11.011,1.28,0.911,5,100,1.907,-0.584,0.355,3,130,27.083,-0.717,0.218,2,265,13.903,0.045,0.595,3,135200,-0.361,0.41,2,0.587,0.539,0.617,0.511,0.604,0.651,0.625,0.553,0.736,0.678,0.662,0.759,3,4,5,4,4,4,4,4,4,4,4,4,510215963.730469,133504.080173843
630,48071,48071710500,9,4423,1656,311,7.031,0.087,0.58,3,281,16.969,0.597,0.75,5,481,29.046,0.597,0.738,4,99,5.978,0.819,0.853,5,0,0,-0.456,0,1,35,2.114,-0.53,0.374,3,403,19.573,0.915,0.86,4,1100,25.767,0.416,-0.414,4,2058,46.53,-0.376,0.397,4,154,3.482,0.149,0.909,5,1253,60.855,-0.353,0.286,3,462,22.438,1.222,0.877,3,972,22.769,0.634,0.779,5,1019,32.566,1.143,0.854,5,98,5.728,0.078,0.628,3,471,11.454,0.505,0.786,5,143,32.723,-0.431,0.311,2,415,25.06,1.006,0.838,5,118600,-0.461,0.344,2,0.665,0.796,0.187,0.528,0.777,0.679,0.73,0.86,0.23,0.704,0.872,0.799,5,5,2,5,5,5,4,5,1,4,5,4,900061121.441406,157791.793636363
631,48071,48071710600,9,0,0,0,0,-1.954,0,1,0,0,-1.483,0,1,0,0,-1.852,0,1,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,0,0,-1.171,0,1,0,0,0,-1.454,1,0,0,-2.03,0,1,0,0,-0.226,0,1,0,0,-2.655,0,1,0,0,-0.596,0,1,0,0,-1.221,0,1,0,0,-1.173,0,1,0,0,-1.225,0,1,0,0,-0.802,0,1,0,0,-2.088,0,1,0,0,-1.152,0,1,-1,-1.178,0,1,0,0,0,-0.208,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,796569796.25,151456.334733086
632,48071,48071710100,9,8832,3076,733,8.299,0.455,0.712,5,321,10.436,-0.204,0.485,2,629,20.449,-0.128,0.471,3,27,0.878,-0.547,0.356,4,0,0,-0.456,0,1,172,5.592,0.022,0.65,5,209,6.362,-0.493,0.354,2,1022,11.572,0.144,-0.987,2,2007,22.724,-1.222,0.138,3,0,0,-0.226,0,1,1467,44.658,-0.966,0.177,2,259,7.884,0.043,0.715,2,659,7.515,-0.609,0.329,2,345,5.886,-0.754,0.266,2,163,3.667,-0.391,0.407,2,0,0,-0.802,0,1,172,48.588,0.372,0.64,3,348,11.313,-0.178,0.519,2,264200,0.419,0.78,4,0.599,0.414,0.325,0.104,0.298,0.357,0.643,0.396,0.402,0.128,0.214,0.252,3,3,3,2,2,2,4,3,2,1,2,2,171922197.320312,64146.1347678037
633,48081,48081950200,193,1714,866,66,3.851,-0.836,0.185,1,51,5.889,-0.761,0.244,1,360,41.57,1.654,0.947,2,109,12.587,2.589,0.974,2,0,0,-0.456,0,1,4,0.462,-0.792,0.175,1,561,39.313,3.019,0.982,1,543,31.81,0.521,-0.17,1,431,25.146,-1.136,0.164,1,7,0.408,-0.182,0.73,1,1395,97.758,1.043,0.913,2,430,30.133,1.846,0.931,2,287,16.843,0.151,0.651,2,223,16.78,0.02,0.611,1,26,3.399,-0.452,0.374,2,20,1.214,-0.664,0.273,1,82,28.671,-0.636,0.241,2,228,26.328,1.115,0.857,2,66100,-0.779,0.11,1,0.215,0.961,0.088,0.6,0.529,0.519,0.138,0.988,0.115,0.8,0.553,0.544,1,2,1,2,2,1,1,5,2,5,4,3,2071872909.11328,199416.726957292
634,48081,48081950100,193,1584,759,85,5.366,-0.397,0.368,2,77,10.145,-0.24,0.47,2,230,30.303,0.703,0.769,1,37,4.875,0.523,0.804,1,0,0,-0.456,0,1,24,3.162,-0.363,0.477,2,501,39.762,3.067,0.983,2,537,35.968,0.582,-0.003,2,406,25.631,-1.119,0.168,2,91,5.745,0.394,0.94,2,1174,93.175,0.87,0.792,1,241,19.127,0.954,0.848,1,109,7.42,-0.617,0.323,1,194,16.87,0.027,0.612,2,8,1.114,-0.972,0.109,1,40,2.668,-0.498,0.431,2,35,13.78,-1.39,0.094,1,123,16.206,0.243,0.66,1,82100,-0.682,0.175,2,0.419,0.787,0.239,0.579,0.453,0.547,0.377,0.85,0.29,0.776,0.441,0.59,2,1,2,1,1,2,3,4,2,4,3,4,1271942557.66797,180008.22771924
635,48091,48091310801,69,6774,2503,191,2.82,-1.136,0.105,2,53,2.117,-1.223,0.086,1,821,32.801,0.914,0.827,4,50,1.998,-0.247,0.536,3,1,0.032,-0.445,0.54,4,21,0.839,-0.732,0.224,3,0,0,-1.171,0,1,89,1.319,0.021,-1.401,1,2445,36.094,-0.747,0.281,4,24,0.354,-0.188,0.72,4,1303,52.058,-0.686,0.219,3,136,5.433,-0.156,0.676,3,148,2.204,-1.042,0.093,1,65,1.333,-1.078,0.071,1,73,2.241,-0.716,0.229,2,15,0.228,-0.776,0.12,1,0,0,-2.088,0,1,112,4.475,-0.767,0.274,2,500000,1.846,0.962,5,0.096,0.682,0.382,0.084,0.174,0.287,0.047,0.727,0.482,0.111,0.068,0.147,1,4,4,1,1,2,1,4,3,1,1,1,117169661.226562,61693.1108293278
636,48091,48091310703,69,7503,2431,278,3.705,-0.879,0.173,2,27,1.111,-1.347,0.054,1,704,28.959,0.59,0.736,2,14,0.576,-0.628,0.296,2,24,0.67,-0.226,0.64,5,0,0,-0.865,0,1,186,7.107,-0.414,0.398,3,230,3.065,0.037,-1.33,1,1855,24.723,-1.151,0.159,2,0,0,-0.226,0,1,562,21.475,-1.843,0.079,1,118,4.509,-0.23,0.656,2,573,7.637,-0.599,0.334,3,56,1.106,-1.094,0.063,1,149,3.921,-0.333,0.435,3,25,0.346,-0.763,0.14,1,0,0,-2.088,0,1,45,1.851,-0.993,0.145,1,422100,1.374,0.933,5,0.114,0.516,0.32,0.042,0.196,0.229,0.056,0.521,0.396,0.085,0.086,0.08,2,2,4,1,1,1,1,3,2,1,1,1,99170533.4023438,54238.4710454203
637,48355,48355000500,99,1338,395,143,10.688,1.148,0.88,5,83,21.013,1.092,0.858,5,67,16.962,-0.422,0.359,2,22,5.57,0.709,0.835,4,49,8.046,2.31,0.968,5,90,22.785,2.75,0.976,5,231,36.901,2.762,0.977,5,959,71.674,0.893,1.438,5,1290,96.413,1.398,0.92,5,0,0,-0.226,0,1,574,91.693,0.814,0.756,4,0,0,-0.596,0,1,321,24.3,0.758,0.802,4,287,36.701,1.437,0.891,5,39,5.735,0.079,0.628,3,23,1.925,-0.582,0.357,3,123,45.055,0.193,0.566,3,144,36.456,1.987,0.953,5,55000,-0.846,0.08,1,0.869,0.597,0.972,0.699,0.707,0.849,0.935,0.622,0.987,0.905,0.796,0.973,5,3,5,5,5,5,5,3,5,5,5,5,1515125.71875,5822.80914948101
638,48113,48113018135,42,4376,1544,401,9.164,0.705,0.786,4,265,17.163,0.62,0.756,4,199,12.889,-0.765,0.233,2,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,39,2.464,-0.908,0.141,1,1465,33.478,0.545,-0.103,2,1961,44.813,-0.437,0.381,1,0,0,-0.226,0,1,1265,79.912,0.368,0.533,2,0,0,-0.596,0,1,330,7.82,-0.584,0.342,2,204,7.544,-0.636,0.331,2,173,7.571,0.497,0.769,5,12,0.302,-0.768,0.132,1,143,32.207,-0.457,0.303,2,36,2.332,-0.951,0.171,1,204200,0.057,0.658,4,0.771,0.117,0,0.185,0.351,0.293,0.848,0.126,0,0.208,0.285,0.153,5,1,1,1,2,1,5,1,1,2,2,1,7071661.86328125,10159.8815848834
639,48355,48355002301,99,3948,1301,202,5.117,-0.469,0.334,2,162,12.452,0.043,0.582,3,362,27.825,0.494,0.703,4,36,2.767,-0.041,0.631,3,10,0.572,-0.26,0.621,3,92,7.071,0.257,0.73,4,74,5.382,-0.597,0.298,2,1137,28.799,0.471,-0.292,2,3384,85.714,1.017,0.772,4,0,0,-0.226,0,1,1371,99.709,1.117,0.973,5,0,0,-0.596,0,1,605,15.324,0.027,0.613,3,703,24.991,0.604,0.76,4,148,7.745,0.537,0.78,4,137,3.657,-0.385,0.513,4,208,51.87,0.538,0.706,4,224,17.218,0.33,0.685,4,93500,-0.613,0.234,2,0.458,0.667,0.676,0.338,0.685,0.621,0.433,0.709,0.782,0.413,0.767,0.713,2,3,4,2,4,3,2,3,4,2,4,3,2541819.30078125,6430.42686898515
640,48355,48355002303,99,4955,1675,341,6.882,0.043,0.565,3,366,21.851,1.195,0.876,5,406,24.239,0.192,0.601,3,29,1.731,-0.319,0.499,3,19,0.878,-0.154,0.672,4,103,6.149,0.111,0.681,3,68,3.901,-0.755,0.213,1,2597,52.412,0.778,0.661,4,3988,80.484,0.831,0.721,4,0,0,-0.226,0,1,1685,96.672,1.002,0.882,5,0,0,-0.596,0,1,936,18.89,0.318,0.701,4,467,14.458,-0.145,0.553,3,298,12.05,1.516,0.93,5,113,2.449,-0.523,0.409,4,463,51.217,0.505,0.696,4,215,12.836,-0.047,0.564,3,132300,-0.378,0.399,3,0.721,0.55,0.677,0.454,0.614,0.683,0.795,0.566,0.783,0.595,0.674,0.805,5,3,4,3,4,4,5,2,4,3,4,4,2423385.68359375,6305.97750603008
641,48355,48355002304,99,5650,2067,745,13.186,1.873,0.958,5,355,17.175,0.622,0.756,4,346,16.739,-0.441,0.351,2,19,0.919,-0.536,0.364,2,76,2.694,0.47,0.848,4,118,5.709,0.041,0.658,3,394,16.01,0.535,0.785,4,3379,59.858,0.829,0.961,5,4891,86.566,1.048,0.782,4,5,0.088,-0.217,0.62,3,2461,100,1.128,0.975,5,64,2.601,-0.385,0.609,4,429,7.593,-0.603,0.331,2,390,11.542,-0.352,0.47,3,93,3.191,-0.499,0.345,2,115,2.345,-0.535,0.4,3,501,37.472,-0.191,0.4,2,201,9.724,-0.315,0.465,3,137800,-0.345,0.419,3,0.857,0.358,0.753,0.723,0.42,0.681,0.924,0.327,0.84,0.923,0.389,0.802,5,2,4,5,3,4,5,2,5,5,2,4,3327787.234375,7288.60237216803
642,48427,48427950402,291,5893,1303,508,8.62,0.548,0.741,2,285,21.873,1.197,0.876,4,290,22.256,0.025,0.533,2,160,12.279,2.506,0.971,3,0,0,-0.456,0,1,144,11.051,0.888,0.849,3,196,13.075,0.222,0.691,2,1353,22.959,0.361,-0.527,2,5872,99.644,1.513,0.985,2,0,0,-0.226,0,1,856,57.105,-0.495,0.254,1,115,7.672,0.026,0.713,3,1842,31.257,1.325,0.892,2,1472,51.182,2.466,0.976,5,281,12.584,1.637,0.939,3,1308,24.29,1.969,0.94,3,73,28.077,-0.666,0.232,2,366,28.089,1.267,0.881,1,89800,-0.635,0.217,4,0.809,0.752,0.425,0.43,0.934,0.758,0.885,0.809,0.547,0.559,0.989,0.9,3,2,3,2,3,3,4,4,4,3,5,4,498402909.494141,95210.1298512778
643,48427,48427950108,291,4446,988,454,10.211,1.009,0.854,3,133,13.462,0.167,0.621,2,115,11.64,-0.871,0.197,1,22,2.227,-0.186,0.569,1,23,1.136,-0.066,0.707,5,53,5.364,-0.014,0.635,1,242,19.675,0.926,0.862,3,332,7.467,0.085,-1.153,1,4398,98.92,1.487,0.973,2,0,0,-0.226,0,1,711,57.805,-0.468,0.26,1,253,20.569,1.071,0.864,5,1012,23,0.653,0.782,1,994,40.423,1.701,0.922,2,110,4.657,-0.166,0.52,1,920,23.046,1.827,0.93,2,47,51.087,0.499,0.692,5,299,30.263,1.454,0.905,1,112400,-0.499,0.312,5,0.738,0.383,0.671,0.37,0.819,0.664,0.813,0.356,0.778,0.459,0.914,0.777,2,1,5,1,1,1,3,1,5,2,3,3,443737309.875,104388.910740405
644,48427,48427950106,291,3490,811,400,11.461,1.372,0.914,4,144,17.756,0.693,0.776,2,181,22.318,0.03,0.536,2,59,7.275,1.166,0.895,2,0,0,-0.456,0,1,62,7.645,0.348,0.752,2,104,11.366,0.04,0.614,1,1018,29.169,0.479,-0.277,4,3271,93.725,1.302,0.877,1,0,0,-0.226,0,1,741,80.984,0.409,0.552,4,43,4.699,-0.215,0.661,1,910,26.074,0.903,0.825,2,1058,51.26,2.472,0.976,5,54,4.039,-0.306,0.449,1,862,27.896,2.381,0.964,4,41,16.078,-1.274,0.108,1,291,35.882,1.938,0.95,3,73600,-0.733,0.14,3,0.845,0.716,0.376,0.465,0.835,0.739,0.914,0.769,0.471,0.613,0.93,0.877,4,2,1,3,1,3,4,3,3,3,4,4,14706536.7832031,20230.9599545241
645,48427,48427950107,291,3212,872,156,4.857,-0.544,0.3,1,312,35.78,2.902,0.989,5,213,24.427,0.208,0.607,2,76,8.716,1.552,0.926,3,23,2.312,0.338,0.821,5,91,10.436,0.791,0.837,3,245,21.934,1.167,0.892,4,1328,41.345,0.656,0.214,5,3212,100,1.525,0.99,4,0,0,-0.226,0,1,684,61.235,-0.338,0.291,2,56,5.013,-0.19,0.667,1,917,28.549,1.105,0.855,2,776,49.207,2.326,0.969,4,161,13.036,1.74,0.945,3,806,26.374,2.207,0.954,3,73,24.662,-0.839,0.189,1,242,27.752,1.238,0.876,1,71200,-0.748,0.13,3,0.645,0.767,0.829,0.558,0.936,0.833,0.705,0.827,0.898,0.747,0.99,0.961,1,3,5,4,3,4,3,4,5,4,5,5,12078462.9140625,19826.7017007792
646,48427,48427950104,291,5934,1285,708,11.931,1.508,0.93,4,260,20.233,0.997,0.841,3,167,12.996,-0.756,0.237,1,58,4.514,0.427,0.78,1,0,0,-0.456,0,1,67,5.214,-0.038,0.626,1,115,8.214,-0.296,0.46,1,1091,18.523,0.273,-0.706,2,5869,98.905,1.486,0.972,2,44,0.741,-0.146,0.773,5,495,35.357,-1.318,0.132,1,92,6.571,-0.063,0.696,2,1442,24.432,0.769,0.804,1,894,29.99,0.96,0.828,1,635,24.795,4.415,0.995,5,1119,21.412,1.641,0.916,2,104,43.515,0.115,0.533,3,405,31.518,1.562,0.917,2,153500,-0.25,0.48,5,0.886,0.509,0.313,0.447,0.914,0.682,0.946,0.512,0.384,0.584,0.982,0.803,4,1,1,2,2,2,5,2,3,3,5,4,141562642.681641,68933.133065834
647,48427,48427950204,291,4864,1302,487,10.012,0.952,0.843,3,237,18.203,0.748,0.787,3,358,27.496,0.467,0.693,3,164,12.596,2.591,0.974,4,0,0,-0.456,0,1,118,9.063,0.573,0.802,2,308,19.13,0.868,0.853,3,1389,28.557,0.467,-0.302,4,4847,99.65,1.513,0.986,3,0,0,-0.226,0,1,1136,70.559,0.014,0.397,2,179,11.118,0.305,0.763,4,2081,42.784,2.264,0.968,4,1378,48.71,2.29,0.967,4,144,7.563,0.495,0.768,1,1505,34.384,3.121,0.984,5,203,58.166,0.857,0.82,5,467,35.868,1.937,0.95,2,58100,-0.827,0.088,1,0.815,0.834,0.401,0.524,0.917,0.796,0.891,0.897,0.512,0.698,0.983,0.936,3,3,2,4,3,4,4,4,4,4,5,5,82247192.7460938,48458.5563796567
648,48427,48427950105,291,4579,1107,371,8.102,0.397,0.695,2,223,20.145,0.986,0.839,3,149,13.46,-0.717,0.25,1,10,0.903,-0.54,0.361,1,0,0,-0.456,0,1,0,0,-0.865,0,1,154,12.213,0.131,0.657,2,1184,25.857,0.416,-0.41,3,4522,98.755,1.481,0.97,1,0,0,-0.226,0,1,817,64.79,-0.204,0.324,2,205,16.257,0.721,0.816,5,1754,38.305,1.9,0.948,3,736,34.296,1.266,0.871,2,249,13.803,1.915,0.956,4,853,20.271,1.511,0.906,2,104,30.233,-0.557,0.267,2,208,18.79,0.466,0.722,1,83500,-0.673,0.181,4,0.767,0.306,0,0.472,0.864,0.539,0.846,0.27,0,0.623,0.954,0.576,3,1,1,3,2,1,4,1,1,4,4,2,24893415.8457031,23496.1199052842
649,48427,48427950203,291,4782,1071,566,11.836,1.481,0.926,4,320,29.879,2.178,0.968,5,177,16.527,-0.458,0.344,1,16,1.494,-0.382,0.465,1,0,0,-0.456,0,1,104,9.711,0.676,0.82,2,192,15.202,0.449,0.762,3,764,15.977,0.226,-0.809,1,4782,100,1.525,0.99,5,0,0,-0.226,0,1,836,66.192,-0.151,0.338,2,176,13.935,0.533,0.794,4,1624,33.961,1.546,0.918,3,1039,44.175,1.968,0.946,3,76,4.603,-0.178,0.513,1,1181,28.012,2.394,0.964,4,49,26.064,-0.768,0.206,1,330,30.812,1.501,0.911,2,74100,-0.73,0.142,3,0.947,0.405,0.41,0.428,0.834,0.675,0.981,0.385,0.526,0.556,0.928,0.794,5,1,2,2,1,1,5,2,4,3,4,3,4487273.54101562,11244.3658271173
650,48099,48099980000,35,118,0,0,0,-1.954,0,1,0,0,-1.483,0,1,0,0,-1.852,0,1,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,0,0,-1.171,0,1,0,0,0,-1.454,1,69,58.475,0.049,0.518,5,118,100,10.565,0.997,5,0,0,-2.655,0,1,0,0,-0.596,0,1,0,0,-1.221,0,1,0,0,-1.173,0,1,0,0,-1.225,0,1,0,0,-0.802,0,1,0,0,-2.088,0,1,0,0,-1.152,0,1,-1,-1.178,0,1,0,0,0,0.009,0,0.013,0,0,0,0.063,0,0.007,1,1,1,1,1,1,1,1,1,1,1,1,792065704.4375,145410.189486315
651,48099,48099010202,35,4419,1707,381,8.622,0.548,0.741,4,165,9.666,-0.298,0.444,2,543,31.81,0.83,0.805,4,114,6.678,1.006,0.877,5,0,0,-0.456,0,1,96,5.624,0.027,0.652,4,303,15.075,0.436,0.757,4,860,19.898,0.301,-0.651,2,710,16.067,-1.459,0.074,1,97,2.195,0.01,0.865,4,1570,78.109,0.3,0.505,3,166,8.259,0.073,0.723,3,630,14.754,-0.019,0.596,4,407,13.138,-0.239,0.519,5,108,6.164,0.177,0.665,3,35,0.867,-0.703,0.224,3,318,60.113,0.956,0.85,5,187,10.955,-0.209,0.504,3,107900,-0.526,0.293,3,0.593,0.841,0.326,0.41,0.478,0.59,0.635,0.904,0.404,0.526,0.48,0.662,3,5,3,3,4,4,3,5,3,3,4,4,176592274.375,84134.5048926598
652,48099,48099010603,35,5943,2337,564,9.49,0.8,0.81,4,354,15.148,0.373,0.688,5,341,14.591,-0.622,0.282,3,25,1.07,-0.496,0.393,3,0,0,-0.456,0,1,51,2.182,-0.519,0.381,3,143,5.766,-0.557,0.321,2,1806,30.84,0.504,-0.209,4,2694,45.331,-0.418,0.386,3,87,1.464,-0.068,0.823,3,1801,72.621,0.092,0.422,3,251,10.121,0.224,0.749,4,691,11.8,-0.26,0.499,3,216,5.791,-0.761,0.262,2,82,2.921,-0.561,0.313,1,38,0.706,-0.721,0.198,2,611,65.278,1.217,0.905,5,134,5.734,-0.658,0.324,2,94500,-0.607,0.238,2,0.749,0.338,0.191,0.427,0.274,0.419,0.823,0.303,0.235,0.555,0.178,0.362,5,2,3,4,1,3,4,2,2,3,1,3,6708244.484375,13075.8282242021
653,48099,48099010604,35,7049,2187,691,9.803,0.891,0.83,4,250,11.431,-0.082,0.53,3,242,11.065,-0.919,0.182,2,23,1.052,-0.501,0.391,2,0,0,-0.456,0,1,41,1.875,-0.568,0.345,2,116,5.037,-0.634,0.277,1,1919,27.224,0.441,-0.355,3,3449,48.929,-0.29,0.422,4,0,0,-0.226,0,1,631,27.399,-1.619,0.101,1,237,10.291,0.238,0.751,4,403,5.794,-0.749,0.248,1,185,4.469,-0.855,0.211,2,221,6.75,0.31,0.713,4,0,0,-0.802,0,1,200,34.072,-0.363,0.335,3,129,5.898,-0.644,0.332,2,160100,-0.21,0.51,5,0.68,0.287,0.173,0.206,0.314,0.335,0.744,0.252,0.214,0.233,0.234,0.215,4,2,2,2,2,2,4,2,2,2,2,2,103354742.824219,49865.1572117828
654,48355,48355002400,99,5687,2027,333,5.855,-0.255,0.436,3,421,20.77,1.062,0.853,5,774,38.185,1.368,0.914,5,44,2.171,-0.201,0.56,3,240,9.252,2.724,0.977,5,139,6.857,0.223,0.719,4,162,7.401,-0.382,0.414,2,1716,30.174,0.494,-0.236,2,3871,68.068,0.39,0.606,3,0,0,-0.226,0,1,2176,99.406,1.106,0.965,5,0,0,-0.596,0,1,590,10.375,-0.376,0.447,2,535,13.69,-0.199,0.534,3,301,10.238,1.104,0.889,5,67,1.251,-0.659,0.279,3,288,53.432,0.617,0.737,4,365,18.007,0.398,0.705,4,113800,-0.49,0.319,2,0.645,0.737,0.848,0.314,0.602,0.688,0.705,0.792,0.908,0.379,0.658,0.812,4,4,5,2,4,4,4,4,5,2,4,4,5256619.04882812,10733.7401278753
655,48141,48141010214,288,6156,1979,588,9.552,0.818,0.815,4,138,6.973,-0.628,0.3,1,469,23.699,0.146,0.581,3,54,2.729,-0.052,0.627,3,0,0,-0.456,0,1,128,6.468,0.161,0.698,4,134,6.342,-0.495,0.352,2,1249,20.289,0.31,-0.635,2,4118,66.894,0.348,0.595,1,0,0,-0.226,0,1,1587,75.106,0.186,0.457,2,0,0,-0.596,0,1,491,7.976,-0.571,0.346,1,188,4.74,-0.836,0.222,1,84,2.816,-0.585,0.299,1,234,4.203,-0.323,0.546,1,113,24.726,-0.836,0.189,1,109,5.508,-0.678,0.316,1,279700,0.513,0.808,5,0.558,0.604,0.349,0.159,0.346,0.421,0.584,0.632,0.434,0.18,0.276,0.365,3,3,2,1,1,1,3,3,2,1,1,1,11783862.3359375,18732.5011595293
656,48141,48141010344,288,3079,708,239,7.762,0.299,0.66,4,69,9.746,-0.288,0.448,2,133,18.785,-0.268,0.418,2,61,8.616,1.525,0.924,4,3,0.249,-0.371,0.564,3,28,3.955,-0.238,0.545,3,43,5.726,-0.561,0.319,2,793,25.755,0.415,-0.415,2,3036,98.603,1.476,0.965,5,0,0,-0.226,0,1,596,79.361,0.347,0.524,3,204,27.164,1.605,0.914,5,489,15.882,0.073,0.628,3,592,32.617,1.146,0.854,4,27,2.039,-0.761,0.208,1,708,24.93,2.042,0.944,4,37,22.561,-0.946,0.166,1,139,19.633,0.538,0.741,4,68200,-0.766,0.12,1,0.554,0.671,0.555,0.419,0.687,0.658,0.578,0.714,0.687,0.541,0.77,0.769,3,3,3,3,3,3,3,3,3,3,3,3,348059916.480469,74974.1354283373
657,48141,48141010327,288,3796,1124,309,8.14,0.408,0.698,4,190,16.904,0.589,0.748,4,121,10.765,-0.944,0.176,1,21,1.868,-0.282,0.519,2,0,0,-0.456,0,1,21,1.868,-0.569,0.344,2,22,1.92,-0.966,0.121,1,742,19.547,0.294,-0.665,2,3331,87.75,1.09,0.795,2,0,0,-0.226,0,1,1081,94.328,0.914,0.819,4,28,2.443,-0.398,0.603,4,473,12.46,-0.206,0.523,2,289,12.862,-0.258,0.509,2,109,5.627,0.055,0.618,3,459,13.163,0.7,0.817,3,111,44.578,0.169,0.556,3,95,8.452,-0.424,0.429,2,127100,-0.41,0.38,4,0.723,0.348,0.172,0.314,0.593,0.47,0.797,0.315,0.213,0.379,0.646,0.454,4,2,1,2,2,2,4,2,1,2,2,2,1560603.234375,5700.71692804292
658,48141,48141010505,288,2321,704,289,12.452,1.659,0.944,5,126,17.898,0.71,0.779,4,225,31.96,0.843,0.808,4,42,5.966,0.815,0.852,4,0,0,-0.456,0,1,101,14.347,1.411,0.912,5,128,15.385,0.469,0.769,5,892,38.515,0.616,0.1,3,2219,95.605,1.369,0.905,4,5,0.215,-0.203,0.681,4,766,92.067,0.828,0.766,4,214,25.721,1.488,0.904,5,694,29.965,1.22,0.876,4,661,45.776,2.082,0.955,5,34,3.803,-0.36,0.423,2,555,27.313,2.314,0.96,5,70,22.581,-0.945,0.166,1,197,27.983,1.258,0.879,5,62900,-0.798,0.101,1,0.862,0.83,0.456,0.714,0.804,0.846,0.929,0.894,0.593,0.916,0.9,0.971,5,4,3,5,5,5,5,4,3,5,4,5,54899734.9804688,36493.471494309
659,48141,48141010502,288,1333,476,50,3.751,-0.865,0.177,1,25,5.252,-0.839,0.216,1,139,29.202,0.61,0.743,4,44,9.244,1.693,0.934,4,0,0,-0.456,0,1,68,14.286,1.402,0.91,5,52,9.848,-0.121,0.543,4,255,19.13,0.284,-0.682,2,1272,95.424,1.363,0.902,4,0,0,-0.226,0,1,480,90.909,0.784,0.74,4,173,32.765,2.059,0.944,5,395,29.632,1.193,0.872,4,394,45.549,2.066,0.954,5,17,3.586,-0.409,0.398,2,357,27.825,2.373,0.963,5,52,48.148,0.35,0.629,3,93,19.538,0.53,0.738,4,79600,-0.697,0.163,1,0.197,0.839,0.455,0.474,0.763,0.619,0.12,0.902,0.592,0.625,0.857,0.71,1,4,3,3,4,3,1,4,3,3,4,3,378913597.660156,98072.8291671264
